Ship Name,Year,Location,Cause,Lives Lost,Ship Value,Cargo Value,Vessel Type
Annabella shipwreck (1846),1846,Long Beach Island,Damaged in storm,0,,,Schooner
Annapolis shipwreck (1878),1878,Sandy Hook,Damaged in gale,0,,,Bark
Anne Antoinette shipwreck (1924),1924,New Jersey coast,Burned,0,,,Schooner 3 masted
Anne Maria shipwreck (1847),1847,Beacon Light Inside,Grounded,0,,,Schooner
Annie shipwreck (1893),1893,Squan Beach LSS S 1 mi,Grounded,0,600.0,,Schooner
Annie and Reuben shipwreck (1943),1943,Seaside Park,Foundered,0,,,Schooner
Annie E Embrey shipwreck (1908),1908,Barnegat,Stranded,0,10000.0,7363.0,Barge
Annie E Fowler (1887) shipwreck (1887),1887,Absecon Inlet North bar,Stranded,0,1500.0,,Schooner
Annie E Fowler (1892) shipwreck (1892),1892,Atlantic City LSS S .5 mi,Stranded / Abandoned,0,1200.0,,Schooner
Annie E Pierce shipwreck (1887),1887,New Inlet bar,Grounded,0,8000.0,700.0,Schooner
Annie Gardner shipwreck (1880),1880,Five Fathom Bank,Sprang leak in gale,0,,,Brig
Annie Godfrey (1891) shipwreck (1891),1891,Atlantic City LSS N .5 mi,Stranded,0,1000.0,100.0,Schooner
Annie Godfrey (1908) shipwreck (1908),1908,Atlantic City N .5 mi,Unknown,0,2000.0,165.0,Schooner gas screw
Annie L Palmer shipwreck (1882),1882,Island Beach LSS N 1 mi,Stranded,0,7000.0,900.0,Schooner
Annie L Russell (1911) shipwreck (1911),1911,Cape May 2 Mile Beach LSS SE 1.35 mi,Stranded,0,1500.0,530.0,Schooner
Annie L Russell (1912) shipwreck (1912),1912,"Cape May, Tatham's Beach",Foundered,3,2000.0,,Schooner
Annie M Reynolds shipwreck (1884),1884,Great Egg Harbor Inlet,Stranded,0,5700.0,250.0,Schooner
Annie Megee shipwreck (1873),1873,Cape May,Stranded in gale,0,,,Schooner
Annie S Carll (1878) shipwreck (1878),1878,Absecon Inlet North shoal,Stranded,0,4000.0,900.0,Schooner
Annie S Carll (1887) shipwreck (1887),1887,Absecon Inlet North shoal,Grounded,0,2000.0,150.0,Schooner
Annie S Carll (1888) shipwreck (1888),1888,Absecon Inlet North shoal,Stranded,0,3000.0,,Schooner
Anondale shipwreck (1869),1869,Squan Inlet S 3.5 mi,Sank,2,,,Brig
Anson Stimson shipwreck (1881),1881,Atlantic City LSS N 1.25 mi,Stranded in fog,0,17000.0,18000.0,Schooner 3 masted
Antares shipwreck (1846),1846,Shark River Beach,Stranded in gale,0,,,Brig
Antelope shipwreck (1821),1821,Cape May,Grounded,0,,,Sloop
Antilia shipwreck (1900),1900,Great Egg Harbor Inlet,Stranded,0,60000.0,23000.0,Steamship
Antilla shipwreck (1902),1902,Long Beach LSS NE .5 mi,Stranded,0,11000.0,124495.0,Bark
Antilles shipwreck (1875),1875,Sandy Hook Romer Shoal,Stranded,0,,,Brig
Antioch shipwreck (1913),1913,Squan Beach LSS SSE 500 yds,Stranded,0,12000.0,5500.0,Bark
Antoinette Costa shipwreck (1879),1879,Brigantine Beach LSS S 2 mi,Stranded,0,30000.0,,Bark
Antonio Mimbelli shipwreck (1882),1882,Turtle Gut Inlet bar,Stranded,0,14000.0,,Bark
Aquehonga shipwreck (1935),1935,"Piermont, NJ",Foundered,0,,,Sidewheel steam
Aquillo shipwreck (1912),1912,Sandy Hook,Wrecked,0,5700.0,,Launch
Arabella (1842) shipwreck (1842),1842,Long Beach Island,Stranded,0,,,Schooner
Arabella (1846) shipwreck (1846),1846,Long Beach Island,Stranded,7,,,Schooner
Arabella (1857) shipwreck (1857),1857,Unknown,Drifted out to sea,0,3500.0,,Schooner
Aransas shipwreck (1928),1928,Barnegat Light,Foundered,4,,,Schooner - Barge
Arbutus shipwreck (1924),1924,"Back Creek, NJ",Collision,0,,,Motor vessel
Archer shipwreck (1877),1877,Sandy Hook SE 80 mi,Damaged in gale,0,,,Bark
Archer & Reeves (011891) shipwreck (1891),1891,Cape May,Leaking; in distress,0,4000.0,,Schooner
Archer & Reeves (071891) shipwreck (1891),1891,Brigantine Shoal,Stranded,0,6000.0,,Schooner
Arctic shipwreck (1881),1881,Squan Point LSS E 400 yds,Stranded & burned,0,8000.0,40000.0,Brig
Ardmore shipwreck (1913),1913,Barnegat,Foundered,0,,,Schooner - Barge
Arenetha A Shaw shipwreck (1878),1878,Brigantine Shoal,Stranded,0,33000.0,10000.0,Schooner
Argean shipwreck (1863),1863,Brigantine Beach,Stranded,0,,,Bark
Argene shipwreck (1865),1865,Brigantine Beach,Grounded,0,,,Bark
Argo shipwreck (1879),1879,"Ocean City, NJ",In distress,0,,,Bark
Argyle shipwreck (1851),1851,Long Beach Island Bonds,Stranded,10,,,Bark
Ariel Patterson shipwreck (1883),1883,Seabright E 1 mi,"Collision w/ ""Commonwealth""",1,,,Pilot boat
Aries (1870) shipwreck (1870),1870,Hereford Inlet bar,Grounded,4,,,Steamship
Aries (1871) shipwreck (1871),1871,"Cranberry Inlet, NJ",Unknown,0,,,Steamship
Aries (1883) shipwreck (1883),1883,Sandy Hook,Broke prop shaft,0,,,Steamship
Aries (1887) shipwreck (1887),1887,Barnegat N 6 mi,Stranded,0,38000.0,150000.0,Steamship
Aries (1914) shipwreck (1914),1914,"Raritan Bay, NJ",Foundered,2,,,Steamship
Arion shipwreck (1852),1852,Squan Inlet S 11 mi,Damaged; Lost stern post,0,,,Bark
Ariosa shipwreck (1906),1906,Sandy Hook Romer Shoal,Grounded in storm,0,,,Tug steam
Aristocrat shipwreck (1978),1978,"Point Pleasant, NJ",Grounded,0,,,Trawler
Arkansas (1846) shipwreck (1846),1846,Sandy Hook S 12 mi,Stranded in gale,1,,,Schooner
Arkansas (1928) shipwreck (1928),1928,Barnegat Shoal,"Broke loose while in tow of ""Baldrock""",4,84000.0,,Schooner - Barge
Arkwright shipwreck (1862),1862,"Long Branch, NJ",Grounded,0,,,Ship
Arlington shipwreck (1909),1909,Long Island,Stranded,0,,,Schooner
Armenia shipwreck (1878),1878,West Bay Whale Rock,Struck Rock/Stranded,0,8000.0,,Schooner
Armitage Bearly shipwreck (1918),1918,"Stone Harbor, NJ",Stranded,0,,,Steamship
Arrow shipwreck (1903),1903,Atlantic City LSS NE .25 mi,Unknown,0,5000.0,,Schooner
Artensis shipwreck (1916),1916,Seaside Park,Stranded,0,,,Ship
Artful Dodger shipwreck (1985),1985,Avalon Channel,Grounded,0,,,Trawler
Arthur shipwreck (1892),1892,Great Egg Harbor Inlet,Stranded,0,3000.0,2000.0,Schooner
Arthur D Bissell shipwreck (1910),1910,"Little Ferry, NJ",Burned,0,,,Steamship
Arthur H shipwreck (1905),1905,"Keansburg, NJ",Burned,0,,,Schooner
Arthur James shipwreck (1925),1925,Atlantic City SE 40 mi,Lost foremast & mainmast,20,,,Schooner
Arthur McArdle shipwreck (1904),1904,"Egg Island Reef, Bahamas",Stranded,0,35000.0,29000.0,Schooner
Artie Garwood shipwreck (1879),1879,Monmouth Beach E 2 mi,Stranded in gale,0,10000.0,3000.0,Schooner
Artisa shipwreck (1883),1883,Barnegat Inlet,Dismasted in storm,0,,,Sloop
Arundel shipwreck (1916),1916,Barnegat,Foundered,0,,,Barge
Arundo shipwreck (1942),1942,Belmar E 15.5 mi,Torpedoed by U-136,6,,,Freighter
Asenath A Shaw (1878) shipwreck (1878),1878,Brigantine Shoal,Grounded,0,20000.0,,Schooner
Asenath A Shaw (1896) shipwreck (1896),1896,Brigantine LSS S 300 yds,Stranded,0,,,Schooner
Asenath A Shaw (1900) shipwreck (1900),1900,NE Lightship NE 2 mi,"Collision w/ ""Hamilton""",0,10000.0,5000.0,Schooner
Asfalto shipwreck (1932),1932,Monmouth Beach E 10 mi,Sank,0,,,Barge
Asher S Parker shipwreck (1892),1892,Barnegat Shoal,Stranded,0,1000.0,,Schooner
Ashland (1872) shipwreck (1872),1872,Barnegat,Stranded,0,,,Steamship
Ashland (1912) shipwreck (1912),1912,Highlands SE 15 mi,Unknown,0,8155.0,6139.0,Schooner
Assistance shipwreck (1783),1783,Sandy Hook Horseshoe,Stranded in blizard,15,,,Man-o-war
Asterope shipwreck (1870),1870,Sandy Hook E 75 mi,"Collision w/ ""Sharon""",0,,,Brig
Astra shipwreck (unknown),Unknown,Unknown,"Collision w/ ""Steel Inventor""",0,,,Freighter
Astronomer shipwreck (1872),1872,Sandy Hook,Damaged in a gale,0,,,Unknown
Astros shipwreck (1836),1836,Squan Beach,Unknown,5,,,Brig
Atkins Hughes shipwreck (unknown),Unknown,Hereford Inlet,"Collision w/ ""Fred Belaur""",0,28000.0,,Steamship
Atlanta shipwreck (1865),1865,Sandy Hook,Sank,1,,,Ship
Atlantic shipwreck (unknown),Unknown,Unknown,Unknown,0,,,Sidewheel steam
Atlantic (1831) shipwreck (1831),1831,"Long Branch, NJ",Unknown,0,,,Brig
Atlantic (1843) shipwreck (1843),1843,Delaware Capes,Grounded,0,,,Schooner
Atlantic (1921) shipwreck (1921),1921,"Seabright, NJ",Stranded,0,,,Barge
Atlantic City shipwreck (1914),1914,Absecon Inlet North shoal,Stranded in storm,0,100000.0,5000.0,Steamship
Atlantic Princess shipwreck (1980),1980,Barnegat Light NE 45 mi,Capsized,4,,,Scalloper
Atlantic Seal shipwreck (1969),1969,Atlantic City,Fire,0,,,Oil Exploration Vessel
Atlantus shipwreck (1926),1926,Cape May Point,Unknown,0,,,Steamer Concrete
Atlas (1881) shipwreck (1881),1881,New York SE 90 mi,In distress,0,,,Brig
Atlas (1908) shipwreck (1908),1908,Cape May Prissy Wicks Shoal,Stranded,0,3500.0,,Steamship
Auburn shipwreck (1847),1847,Barnegat Light S 5 mi,Stranded,19,25000.0,45000.0,Packet ship
Auburndale shipwreck (1898),1898,Harvey Cedars LSS S 1.25 mi,Stranded in fog,0,8000.0,1600.0,Bark
Auer shipwreck (1841),1841,"Long Branch, NJ",Stranded in storm,0,,,Schooner
Augusta (1857) shipwreck (1857),1857,Delaware Capes,Caught in tornado,0,,,Steamship
Augusta (1861) shipwreck (1861),1861,Unknown,Abandoned,0,36000.0,,Bark
Augusta HMS (1777) shipwreck (1777),1777,"Gloucester, NJ",Grounded; burned,42,,,Ship-of-the-line
Auguste shipwreck (1881),1881,Sandy Hook Romer Shoal,Stranded,0,,,Bark
Augustina shipwreck (1880),1880,"Monmouth Beach, NJ",Stranded in storm,0,3000.0,5100.0,Brig
Auntie shipwreck (1905),1905,Bayhead LSS E .25 mi,Grounded,0,250.0,,Sloop - Yacht
Aurania shipwreck (1885),1885,Sandy Hook LSS E 1 mi,"Collision w/ ""Republic""",0,,,Steamship
Aurelia shipwreck (1909),1909,Cold Spring Inlet North bar,Stranded,0,2000.0,,Tug steam
Aurora (1827) shipwreck (1827),1827,Sandy Hook,Stranded,6,,50000.0,Ship
Aurora (1829) shipwreck (1829),1829,"Long Branch, NJ",Lost sails in gale,0,,,Brig
Aurora (1930) shipwreck (1930),1930,"Long Branch, NJ",Stranded,0,,,Motor vessel gas
Aurora I shipwreck (1885),1885,Sandy Hook LSS N 2.5 mi,Stranded,0,50000.0,10000.0,Steamship
Austria shipwreck (unknown),Unknown,Squan Beach,Stranded in storm,1,,,Brig
Avoca shipwreck (1909),1909,"Elberon, NJ",Unknown,0,,,Sloop - Yacht
Axel shipwreck (1846),1846,Squan Inlet S 5 mi,Grounded,0,,,Brig
Ayrshire (1850) shipwreck (1850),1850,Squan Inlet S 8.1 mi,Grounded in snow storm,1,,,Bark
Ayrshire (1926) shipwreck (unknown),Unknown,Unknown,Unknown,0,,,Freighter
Ayuruoca shipwreck (1945),1945,Ambrose Light S 15 mi,"Collision w/ ""General Fleischer""",1,,,Freighter
Azua shipwreck (1930),1930,Barnegat SE 47 mi,"Collision w/ ""City of Atlanta""",3,,,Schooner
B B 59 shipwreck (1924),1924,Sandy Hook E 3 mi,Sank,0,,,Scow
B Drummond shipwreck (1858),1858,"Long Branch, NJ",Sank,7,8000.0,,Schooner
B F Fout shipwreck (1917),1917,"Thompsons Point, NJ",Foundered,0,,,Barge
B F Macomber shipwreck (1946),1946,Harbor of Refuge Light E 1 mi,Unknown,0,,,Fishing trawler
B F Reeves shipwreck (1872),1872,Cape May,Stranded,0,,,Schooner
B Gonner shipwreck (1879),1879,Cold Spring bar,Stranded,0,,,Schooner
B Havens Jones shipwreck (1886),1886,Absecon Inlet,"Collision w/ ""T Harris Kirk""",0,,,Schooner
B I Hazard shipwreck (1912),1912,Brigantine LSS S 4 mi,Stranded,0,7000.0,10000.0,Schooner
B N Hawkins shipwreck (1878),1878,Brigantine Shoal,Stranded,0,20000.0,3000.0,Schooner
B T Riggin (1898) shipwreck (1898),1898,Hereford Inlet LSS NE .25 mi,Stranded,0,1000.0,,Schooner
B T Riggin (1899) shipwreck (1899),1899,Five Mile Beach,Stranded,0,1000.0,,Schooner
Baby Blue shipwreck (1918),1918,"New York, NY",Collision w/ unknown barge,0,,,Barge
Badsworth shipwreck (1897),1897,Long Beach LSS NE 1.75 mi,Stranded,0,49000.0,84600.0,Steamship
Baker shipwreck (1905),1905,Atlantic City,Burned,0,20000.0,,Schooner - Barge
Bala shipwreck (1907),1907,Atlantic City,Foundered,3,,,Schooner - Barge
Balaena shipwreck (1922),1922,Mud Hole,Unknown,0,,,Bark
Balance (1746) shipwreck (1746),1746,Barnegat S,Stranded,0,,,Ship
Balance (1847) shipwreck (1847),1847,Cape May Beach,Stranded; Bilged,0,,,Schooner
Baldwin (1851) shipwreck (1851),1851,Atlantic City,Stranded,0,,,Bark
Baldwin (1893) shipwreck (1893),1893,Brigantine Shoal,Stranded,0,1200.0,,Bark
Balear shipwreck (1869),1869,Little Egg Harbor,Stranded; Bilged,0,,,Brig
Balloon shipwreck (1872),1872,"Camden, NJ; Kaighns Point",Burned,0,,,Steamship
Balsa shipwreck (1925),1925,Sandy Hook Romer Shoal,Stranded,0,10000.0,,Schooner
Baltimore (1838) shipwreck (1838),1838,Little Egg Harbor,Stranded in gale,0,,,Schooner
Baltimore (1846) shipwreck (1846),1846,Absecon Inlet,Capsized,0,,,Schooner
Banvard shipwreck (1886),1886,South Brigantine LSS SE 4 mi,In distress in gale,0,2000.0,,Schooner
Barbadoes shipwreck (1930),1930,Atlantic City,Foundered,8,,,Steamship
Barbara Lee shipwreck (1988),1988,Barnegat Light SE 68 mi,Hit floating object; bilged,0,200000.0,30000.0,Fishing boat
Bardness shipwreck (1910),1910,Unknown,Sank,0,,,Barge
Barge No 110 shipwreck (1956),1956,Cold Spring Inlet SE 5.3 mi,Unknown,0,,,Barge
Barge No 4 shipwreck (1908),1908,Cold Spring LSS E 2.5 mi,Abandoned,0,,,Barge
Barge No 887 shipwreck (1946),1946,"Indian River Inlet, DE E 7 mi",Unknown,0,,,Barge
Barnard shipwreck (1878),1878,Little Egg LSS SW .75 mi,Stranded,0,5000.0,,Schooner
Barnett Jones (AM) shipwreck (1878),1878,Cold Spring Inlet,Stranded,0,,,Schooner
Barnett Jones (PM) shipwreck (1878),1878,Cape May,Stranded,0,,,Schooner
Barracuda shipwreck (1935),1935,Barnegat,"Collision w/ ""Pennsylvania""",0,,,Fishing boat
Barry shipwreck (1907),1907,Cape May McCries Shoal,"Collision w/ ""Northwestern""",0,28583.0,,Schooner - Barge
Barton shipwreck (1850),1850,Barnegat SE 20 mi,Abandoned,0,,,Schooner
Baspaco shipwreck (1921),1921,"Port Reading, NJ",Burned,0,,,Scow
Bass USS shipwreck (1945),1945,"Block Island, RI SE 8 mi",Sunk in target practice,0,,,Submarine
Batsto shipwreck (1843),1843,Egg Harbor,Grounded,0,,,Schooner
Battler shipwreck (1895),1895,"Ocean Grove, NJ",Broker shaft; lost prop,0,20000.0,,Tug steam
Bavaria shipwreck (1918),1918,Brigantine Shoal,Stranded,0,900000.0,318000.0,Steamship
Bay of Isles shipwreck (2020),2020,Barnegat Inlet South Jetty,Stranded,0,,,Comm Fishing Vessel
Bayard shipwreck (1903),1903,Spermaceti Cove LSS SE .25 mi,Stranded,0,80000.0,,Bark
Bayview shipwreck (1909),1909,Island Beach LSS E 300 yds,Stranded,0,30000.0,,Steamship
Bea Bellido shipwreck (1895),1895,Brigantine Shoal,Stranded,0,100000.0,,Steamship
Beach Haven (1983) shipwreck (1983),1983,Barnegat Shoal,Stranded; abandoned,0,,,Fishing trawler
Beach Runner shipwreck (2018),2018,Cape May E 9 mi,Water leak,0,,,Rampage Sportfisher
Bear Ridge shipwreck (1927),1927,Hereford Inlet Light,Unknown,0,,,Schooner - Barge
Beatrice shipwreck (1895),1895,Spermaceti Cove LSS N .5 mi,Stranded,0,2000.0,,Bark
Bee Dee shipwreck (1966),1966,Long Beach E,Foundered,0,,,Motor vessel
Bell Savage shipwreck (1750),1750,Sandy Hook,Stranded,0,,,Brig
Bella Russell shipwreck (1897),1897,Little Egg LSS N .5 mi,Grounded,0,8000.0,500.0,Schooner
Belle (1841) shipwreck (1841),1841,"Moriches, NY",Foundered; Grounded,0,,,Schooner
Belle (1842) shipwreck (1842),1842,Cape May Fishing Creek,Stranded,0,,,Schooner
Belle (1847A) shipwreck (1847),1847,Deal Beach,Wrecked,0,,,Schooner
Belle (1847B) shipwreck (1897),1897,Sickles Creek,Wrecked,0,,,Schooner
Belle (1868A) shipwreck (1868),1868,Deal Beach,Wrecked,0,,,Schooner
Belle (1868B) shipwreck (1868),1868,Townsends Inlet,Struck anchor,0,,,Schooner
Belle (1878A) shipwreck (1878),1878,Bonds LSS E,Grounded,0,3000.0,,Schooner
Belle (1878B) shipwreck (1878),1878,Cape May SE 40 mi,1 crew washed overboard,1,3000.0,,Schooner
Belle (1901) shipwreck (1901),1901,Holly Beach LSS SE .5 mi,Dismasted; in distress,0,600.0,250.0,Sloop
Belle (1909) shipwreck (1909),1909,Cape May LSS SSW .75 mi,Stranded,0,700.0,,Sloop
Belle Air shipwreck (1811),1811,Egg Harbor,Wrecked,0,,,Ship
Belle R Hull shipwreck (1872),1872,Barnegat,"Collision w/ ""John B Myers""",0,,,Schooner
Belleville shipwreck (1915),1915,Absecon Light E .75 mi,Unknown,0,,,Tug
Bellona shipwreck (1774),1774,Unknown,"Damaged in battle w/ US ""Hunter""",0,,,Privateer
Benefactor (1875) shipwreck (1875),1875,"Long Branch, NJ","Collision w/ ""Susan Wright""",0,,,Steamship
Benefactor (1901) shipwreck (1901),1901,"Seabright, NJ","Collision w/ ""Salpeen""",0,60000.0,75000.0,Steamship
Benjamin shipwreck (1853),1853,Brandywine Light,Grounded,0,,,Unknown
Benjamin A Smith shipwreck (1918),1918,Barnegat S 25 mi,Collision in fog,6,18000.0,,Schooner
Benjamin A VanBrunt shipwreck (1925),1925,Unknown,Unknown,0,,,Schooner
Benjamin B Church shipwreck (1891),1891,Brigantine Shoal,Stranded (Refloated),0,12000.0,2800.0,Schooner
Benjamin Brown shipwreck (1869),1869,"Long Branch, NJ",Wrecked,0,,,Schooner
Benjamin C Scribner shipwreck (1870),1870,Squan Beach,Storm,0,10000.0,,Schooner
Benjamin Douglas shipwreck (1853),1853,Absecon Beach,Unknown,0,,,Schooner
Benjamin Franklin shipwreck (1876),1876,Atlantic City,Grounded,0,,,Schooner
Benjamin Gartside shipwreck (1883),1883,Barnegat,Storm (Proceeded),1,,,Schooner
Benjamin Reed shipwreck (1874),1874,Sandy Hook,Storm,0,,,Schooner
Bentham (1772) shipwreck (1772),1772,Sandy Hook,Grounded,0,,,Sloop
Berkshire shipwreck (1909),1909,Sandy Hook,Foundered,0,,,Barge
Berrien shipwreck (1935),1935,New Jersey coast,Burned,0,,,Motor vessel diesel
Bertha (1905) shipwreck (1905),1905,Long Branch LSS S 1 mi,Grounded in fog,0,30000.0,70000.0,Bark
Bertha (1913) shipwreck (1913),1913,Unknown,Unknown,0,800.0,,Unknown
Bertha (1918) shipwreck (1918),1918,Hog Shoal E 2 mi,Foundered,0,12000.0,900.0,Barge
Bertha Miner shipwreck (1924),1924,"South Amboy, NJ",Foundered,0,,,Canal boat
Bertha Warner shipwreck (1896),1896,Toms River LSS SE 500 yds,Damaged in snowstorm,0,9000.0,4000.0,Schooner 3 masted
Bertie Baxter shipwreck (1918),1918,"Egg Island, NJ",Foundered in storm,0,1000.0,120.0,Schooner
Bessie Morris shipwreck (1880),1880,Hereford Light  E 3 mi,"Collision w/ ""Forest Oak""",0,12000.0,,Schooner 3 masted
Beta shipwreck (1927),1927,Barnegat Light NE 8 mi,Explosion in bow,3,,,Tanker
Beth Dee Bob shipwreck (1999),1999,Manasquan Inlet E 15 mi,Foundered in storm,4,,,Clam boat
Bethany shipwreck (1877),1877,Five Mile Beach,Unknown,0,,,Bark
Betsey (1756) shipwreck (1756),1756,Unknown,Unknown,0,,,Sloop
Betsey (1773) shipwreck (1773),1773,Sandy Hook,Stranded,0,,,Sloop
Betsey (1778) shipwreck (1778),1778,Tuckers Beach,Stranded,30,,,Brig
Betsey (1779) shipwreck (1779),1779,Great Egg Harbor,Wrecked,0,,,Merchantman
Betsey (1780) shipwreck (1780),1780,Lower New York Bay,Grounded,0,,,Troop transport
Betsey (1783) shipwreck (1783),1783,Cape May,Lost in gale,0,,,Merchantman
Betsey (1791) shipwreck (1791),1791,Barnegat,Wrecked,0,,,Merchantman
Betsey (1825) shipwreck (1825),1825,Cape May,Abandoned,0,,,Sloop
Betsey (1846) shipwreck (1846),1846,Absecon Beach,Stranded in gale,0,,,Brig
Betsey Ross shipwreck (1917),1917,Unknown,Burned,0,,,Motor vessel gas
Bianca Aspasia shipwreck (1901),1901,Ship Bottom LSS S .25 mi,Stranded in fog,0,18000.0,37000.0,Bark
Bidevind shipwreck (1942),1942,Barnegat Light E 48 mi,Torpedoed by U-752,0,,,Freighter
Big  O shipwreck (1959),1959,Absecon Inlet E 2.5 mi,Sank while in tow,0,,,Cabin cruiser
Big Champ shipwreck (1962),1962,"Surf City, NJ",Foundered,0,,,Motor vessel diesel
Big Four shipwreck (1907),1907,Two Mile Beach LSS NE 1 mi,Stranded,0,100000.0,,Dredge
Billow shipwreck (1869),1869,Brigantine Shoal,"Struck sunken wreck ""Cassandra""",0,,,Schooner
Billy Joe shipwreck (1984),1984,Brigantine E 10 mi,Flooded & capsized,0,,,Clam boat
Billy Simpson shipwreck (1879),1879,Barnegat E 50 mi,Lost sails in hurricane,0,,,Bark
Bird shipwreck (1855),1855,"Red Bank, NJ","Collision w/ ""Palmetto""",0,,,Sidewheel steam
Bird of the Wave shipwreck (1863),1863,Highlands of Navesink,Grounded in fog,0,,,Brig
Black Arrow shipwreck (1953),1953,Barnegat Inlet South bar,Damaged in NE Storm,0,,,Schooner - yacht
Black Ball shipwreck (unknown),Unknown,Unknown,Unknown,0,,,Packet ship
Black Duck shipwreck (1870),1870,Absecon,Lost sails,0,,,Schooner
Black Hawk shipwreck (1860),1860,Squan Inlet S 5.5 mi,Wrecked,0,,,Brig
Black Point shipwreck (1945),1945,"Block Island, RI NW 8 mi",Unknown,0,,,Steamer cargo
Black Snake shipwreck (1780),1780,Sandy Hook Light E .5 mi,"Driven ashore by ""Galatea""",0,,,Privateer
Black Warrior shipwreck (1859),1859,"Rockaway Bar, NY",Unknown,0,,,Sidewheel steam
Blanche shipwreck (1936),1936,"Bedford, NJ",Stranded,0,,,Motor vessel
Blanche Hopkins (051881) shipwreck (1881),1881,Cold Spring Inlet,Stranded,0,,,Schooner
Blanche Hopkins (111881) shipwreck (1881),1881,Great Egg Harbor,"Collision w/ ""Hatteras""",0,33000.0,4200.0,Schooner
Blanche Hopkins (1883) shipwreck (1883),1883,Five Fathom Bank Lightship SE 8 mi,"Collision w/ ""New York""",0,40000.0,,Schooner
Blink shipwreck (1942),1942,Cape Hatteras E 160 mi,Unknown,0,,,Transport
Blondie shipwreck (1941),1941,Point Pleasant E 8.5 mi,Burned,0,,,Motor vessel
Bluebird shipwreck (1932),1932,Perth Amboy,Foundered,0,,,Schooner
Bluefish shipwreck (1950),1950,Barnegat Inlet,Stranded,0,,,Motor vessel
Bluenose shipwreck (1903),1903,Brigantine,Grounded,0,12000.0,,Schooner
Bobby shipwreck (1944),1944,Bayonne Constable Hook,"Collision w/ ""Ace""",0,,,Motor vessel gas
Bobby II shipwreck (unknown),Unknown,Ambrose Light,"Collision w/ ""President Buchanan""",1,,,Motor vessel
Boiler Wreck shipwreck (1934),1934,Stone Harbor E 300 yds,Unknown,0,,,Seagoing tug
Bold Commander shipwreck (1830),1830,Cape May,Grounded in gale,2,,,Unknown
Bone Wreck shipwreck (1903),1903,Barnegat Inlet N 1.5 mi,Unknown,0,,,Barge
Bonita (1884) shipwreck (1884),1884,Barnegat,Capsized,0,,,Sloop - Yacht
Bonita (1896) shipwreck (1896),1896,Little Egg Harbor LSS S 1.25 mi,Grounded,0,1500.0,255.0,Schooner
Bonita (1926) shipwreck (1926),1926,Barnegat,Foundered,0,,,Motor vessel diesel
Bonito (1925) shipwreck (1925),1925,Angelsea bar,Foundered,0,3500.0,160.0,Motor vessel
Bonito (1960) shipwreck (1960),1960,Atlantic City SE,Scuttled,0,,,Motor vessel diesel
Bonnie Doon shipwreck (1890),1890,Hereford Inlet North bar,Grounded,0,2000.0,,Steamship
Boom Boom shipwreck (1983),1983,Cape May E 45 mi,Bilged; sank,1,,,Sailboat
Booth Brothers shipwreck (1893),1893,Brigantine Shoal,Grounded,0,14000.0,3000.0,Schooner 3 masted
Bornt Slaight shipwreck (1839),1839,"Cranberry Inlet, NJ",Sank,0,,,Schooner
Borodino shipwreck (1839),1839,Highlands,Grounded; Burned,0,,,Brig
Boscer shipwreck (1826),1826,Cape May,Stranded,0,,,Schooner
Boston shipwreck (1855),1855,Cold Spring Bar,Stranded,0,,,Schooner
Boston & Liverpool shipwreck (1791),1791,Barnegat,Wrecked,0,,,Merchantman
Boston City shipwreck (1904),1904,Sandy Hook Flynns Knoll,"Collision w/ ""Colorado""",0,34176.0,83836.0,Steamship
